,City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
253,3576994,Cockburn Town,40,TC,1612117033,53,21.4612,-71.1419,78.8,13.8
254,499717,Rzhev,99,RU,1612117283,96,56.2624,34.3282,20.84,12.19
255,2071860,Esperance,0,AU,1612116955,88,-33.8667,121.9,59.0,6.91
256,3663693,Jutaí,89,BR,1612117064,83,-5.1833,-68.9,83.19,2.01
257,4440975,Picayune,47,US,1612117283,75,30.5255,-89.6795,73.0,11.18
258,290030,Doha,0,QA,1612117284,55,25.2867,51.5333,64.4,10.36
259,3353715,Outjo,60,NA,1612117284,39,-20.1167,16.15,77.56,20.87
260,2138555,Poum,98,NC,1612117139,72,-20.2333,164.0167,79.09,15.05
261,1490796,Strezhevoy,75,RU,1612117284,77,60.7333,77.5889,-4.0,6.71
262,2541479,Nador,20,MA,1612117284,72,35.174,-2.9287,62.6,20.71
263,4513583,Hamilton,90,US,1612117045,100,39.1834,-84.5333,39.0,4.61
264,1586350,Cam Ranh,20,VN,1612117284,69,11.9214,109.1591,75.2,8.05
265,6323121,Florianópolis,75,BR,1612117284,74,-27.6146,-48.5012,91.0,12.66
266,3664539,Coari,38,BR,1612117284,79,-4.085,-63.1414,84.24,6.15
267,1246294,Galle,34,LK,1612117285,87,6.0367,80.217,75.42,3.36
268,6111862,Port Hardy,75,CA,1612117204,87,50.6996,-127.4199,44.6,5.75
269,1795196,Tongchuanshi,98,CN,1612117285,56,35.0806,109.0897,37.51,6.17
270,2437798,Zinder,4,NE,1612117285,18,13.8072,8.9881,80.6,2.3
271,5554428,Ketchikan,1,US,1612117285,80,55.3422,-131.6461,35.6,8.05
272,2312895,Mbandaka,55,CD,1612117285,72,0.0487,18.2603,79.11,4.54
273,2453347,Mopti,0,ML,1612117285,8,14.6667,-4.0,87.8,9.22
274,300640,Şırnak,97,TR,1612117285,98,37.5228,42.4594,29.77,2.98
275,1259818,Phalauda,0,IN,1612117285,41,29.1833,77.8167,53.01,2.08
276,3374210,São Filipe,8,CV,1612117286,61,14.8961,-24.4956,76.14,10.18
277,602913,Skellefteå,90,SE,1612117147,85,64.7507,20.9528,12.99,5.75
278,2122605,Okhotsk,0,RU,1612117286,77,59.3833,143.3,-14.12,16.28
279,1337619,Ugoofaaru,73,MV,1612117116,71,5.6667,73.0,82.58,9.48
280,1082243,Ambilobe,84,MG,1612117286,91,-13.2,49.05,75.99,1.01
281,3387928,Senador José Porfírio,80,BR,1612117286,60,-2.5908,-51.9542,86.56,2.35
282,2181625,Te Anau,96,NZ,1612117286,86,-45.4167,167.7167,49.6,1.54
283,2166368,Forbes,3,AU,1612117286,70,-33.3833,148.0167,72.0,5.99
284,2126199,Cherskiy,100,RU,1612117083,82,68.75,161.3,-19.41,5.64
285,2020744,Bolshaya Rechka,0,RU,1612117287,75,51.9503,104.7355,-32.8,4.56
286,962367,Richards Bay,27,ZA,1612117141,88,-28.783,32.0377,78.39,11.5
287,4009788,El Fuerte,50,MX,1612117288,29,26.4189,-108.6194,74.93,2.82
288,3882434,Los Andes,8,CL,1612117288,99,-32.8337,-70.5983,72.0,1.01
289,1861280,Itoman,40,JP,1612117288,67,26.1247,127.6694,64.4,5.75
290,2191562,Dunedin,100,NZ,1612116925,72,-45.8742,170.5036,60.01,5.23
291,3421193,Paamiut,0,GL,1612117289,91,61.994,-49.6678,24.6,14.74
292,2206874,Waipawa,50,NZ,1612117289,82,-41.4122,175.5153,57.2,12.66
293,1835848,Seoul,90,KR,1612116830,87,37.5683,126.9778,42.8,4.61
294,1264244,Majholi,0,IN,1612117289,38,23.5,79.9167,53.64,6.04
295,3354077,Opuwo,95,NA,1612117289,44,-18.0607,13.84,76.19,14.36
296,2206894,Hokitika,10,NZ,1612117289,85,-42.7167,170.9667,50.45,3.87
297,6144312,Sept-Îles,41,CA,1612116962,54,50.2001,-66.3821,28.99,8.05
298,5972291,Havre-St-Pierre,20,CA,1612117097,54,50.2334,-63.5986,26.6,10.36
299,2246451,Saint-Louis,0,SN,1612117289,19,16.3333,-15.0,87.8,2.3
300,2381334,Atar,80,MR,1612116983,13,20.5169,-13.0499,84.16,13.85
301,3988251,Sain Alto,3,MX,1612117289,23,23.5833,-103.25,70.2,7.4
302,5563397,Eureka,90,US,1612117069,76,40.8021,-124.1637,54.0,16.11
303,668983,Remetea Chioarului,90,RO,1612117290,93,47.5333,23.55,32.0,2.53
304,2027316,Ayan,100,RU,1612117290,76,56.45,138.1667,-17.84,13.38
305,2084442,Vanimo,100,PG,1612117108,89,-2.6741,141.3028,77.45,10.89
306,2156643,Mount Gambier,66,AU,1612117134,93,-37.8333,140.7667,51.8,4.61
307,5380420,Pacifica,1,US,1612117290,54,37.6138,-122.4869,57.99,8.05
308,933102,Sekoma,87,BW,1612117290,56,-24.4,23.8833,77.83,2.44
309,3430443,Necochea,84,AR,1612117051,54,-38.5473,-58.7368,64.0,7.0
310,3445307,Vera Cruz,71,BR,1612117290,34,-12.6333,-41.0333,90.19,3.94
311,3567823,Baraguá,3,CU,1612117291,41,21.6967,-78.6328,85.57,8.41
312,3358666,Aranos,88,NA,1612117291,37,-24.1333,19.1167,82.33,7.56
313,4257227,Evansville,90,US,1612117258,81,37.9748,-87.5558,39.99,13.8
314,5117949,Freeport,90,US,1612117239,50,40.6576,-73.5832,26.01,4.05
315,1735902,Sibu,40,MY,1612117291,100,2.3,111.8167,77.0,0.87
316,4982044,Waldoboro,1,US,1612117291,42,44.0954,-69.3756,23.0,5.75
317,686090,Asău,100,RO,1612117074,69,46.4333,26.4,30.0,3.44
318,2409914,Bonthe,57,SL,1612117292,67,7.5264,-12.505,83.01,11.21
319,1509888,Bogdanovich,71,RU,1612117292,96,56.7803,62.0494,14.72,7.67
320,1640902,Kawalu,99,ID,1612117292,87,-7.3817,108.2082,72.52,2.73
321,3897557,Cabrero,75,CL,1612117292,53,-37.0333,-72.4,73.4,3.44
